伦	lun	31	107525
伪	wei	42	117595
伯	bo	21	3149
估	gu	26	3310
伴	ban	21	97295
伶	ling	31	3321846
伸	shen	38	3529150
伺	si	38	3670
似	si	38	3670
佃	dian	23	3083122
但	dan	23	99217
位	wei	42	117595
低	di	23	3205
住	zhu	45	120583
佐	zuo	45	120980
佑	you	44	119839
体	ti	39	3701
何	he	27	3325
余	yu	44	3868
佛	fo	25	3273
作	zuo	45	120980
你	ni	33	3515
佣	yong	44	3714895
佩	pei	35	110868
佬	lao	31	106906
佰	bai	21	97290
佳	jia	29	105218
使	shi	38	113844
侈	chi	22	98468
例	li	31	3453
侍	shi	38	113844
侗	tong	39	3565940
供	gong	26	3178657
依	yi	44	3856
侠	xia	43	118672
侣	lv	31	3466
侥	jiao	29	3261869
侦	zhen	45	3737687
侧	ce	22	3170
侨	qiao	36	3470406
侩	kuai	30	3303186
侮	wu	42	3806
侯	hou	27	103502
侵	qin	36	111958
便	bian	21	3023540
促	cu	22	3186
俄	e	24	101
俊	jun	29	105603
俏	qiao	36	3470406
俐	li	31	3453
俗	su	38	3682
俘	fu	25	3279
保	bao	21	97296
俞	yu	44	3868
信	xin	43	118685
俩	lia	31	107140
俭	jian	29	3261868
修	xiu	43	118692
俯	fu	25	3279
俱	ju	29	3403
俺	an	20	3117
倍	bei	21	97414
倒	dao	23	99218
倔	jue	29	105594
倘	tang	39	3552486
候	hou	27	103502
倚	yi	44	3856
借	jie	29	105222
倡	chang	22	94623573
倦	juan	29	3273400
倪	ni	33	3515
债	zhai	45	3737558
值	zhi	45	120571
倾	qing	36	3470801
假	jia	29	105218
偏	pian	35	3440614
做	zuo	45	120980
停	ting	39	3560174
健	jian	29	3261868
偶	ou	34	3558
偷	tou	39	115034
偿	chang	22	94623573
傅	fu	25	3279
傈	li	31	3453
傍	bang	21	3016248
傣	dai	23	99212
催	cui	22	98871
傲	ao	20	3118
傻	sha	38	113836
像	xiang	43	114047305
僚	liao	31	3321451
僧	seng	38	3526539
僵	jiang	29	101118011
儒	ru	37	3651
儿	er	24	3245
允	yun	44	120018
元	yuan	44	3720265
兄	xiong	43	114060759
充	chong	22	94637027
兆	zhao	45	3737564
先	xian	43	3678942
光	guang	26	98704940
克	ke	30	3418
免	mian	32	3351241
兑	dui	23	99832
兔	tu	39	3713
党	dang	23	3075830
兜	dou	23	99658
兢	jing	29	3262264
入	ru	37	3651
全	quan	36	3481937
八	ba	21	3135
公	gong	26	3178657
六	liu	31	107160
兰	lan	31	106905
共	gong	26	3178657
关	guan	26	3184027
兴	xing	43	3679338
兵	bing	21	3023936
其	qi	36	3608
具	ju	29	3403
典	dian	23	3083122
兹	zi	45	3887
养	yang	44	3701441
兼	jian	29	3261868
兽	shou	38	3529467
冀	ji	29	3391
内	nei	33	108946
冈	gang	26	3165203
冉	ran	37	112671
册	ce	22	3170
再	zai	45	120354
冒	mao	32	107867
冕	mian	32	3351241
冗	rong	37	3506358
写	xie	43	118676
军	jun	29	105603
农	nong	33	3387194
冠	guan	26	3184027
冤	yuan	44	3720265
冬	dong	23	3089284
冯	feng	25	3139256
冰	bing	21	3023936
冲	chong	22	94637027
决	jue	29	105594
况	kuang	30	102399024
冶	ye	44	3852
冷	leng	31	3318002
冻	dong	23	3089284
净	jing	29	3262264
凄	qi	36	3608
准	zhun	45	3738183
凉	liang	31	102965053
凋	diao	23	3083123
凌	ling	31	3321846
减	jian	29	3261868
凑	cou	22	98697
凛	lin	31	107153
凝	ning	33	3381428
几	ji	29	3391
凡	fan	25	101139
凤	feng	25	3139256
凭	ping	35	3441010
凯	kai	30	105939
凰	huang	27	99628461
凳	deng	23	3079674
凶	xiong	43	114060759
凸	tu	39	3713
凹	ao	20	3118
出	chu	22	98480
击	ji	29	3391
函	han	27	103061
凿	zao	45	120360
刀	dao	23	99218
刁	diao	23	3083123
刃	ren	37	112795
分	fen	25	101263
切	qie	36	111949
刊	kan	30	105944
刑	xing	43	3679338
划	hua	27	103668
列	lie	31	107144
刘	liu	31	107160
则	ze	45	3883
刚	gang	26	3165203
创	chuang	22	2933914410
初	chu	22	98480
删	shan	38	3529026
判	pan	35	110749
利	li	31	3453
别	bie	21	97534
刮	gua	26	102707
到	dao	23	99218
制	zhi	45	120571
刷	shua	38	3529633
刹	sha	38	113836
刺	ci	22	3174
刻	ke	30	3418
刽	gui	26	102715
剁	duo	23	99838
剂	ji	29	3391
削	xue	43	119048
前	qian	36	3470405
剐	gua	26	102707
剑	jian	29	3261868
剔	ti	39	3701
剖	pou	35	111190
剥	bo	21	3149
剧	ju	29	3403
剩	sheng	38	109403753
剪	jian	29	3261868
副	fu	25	3279
割	ge	26	3294
剿	jiao	29	3261869
劈	pi	35	3577
力	li	31	3453
办	ban	21	97295
功	gong	26	3178657
加	jia	29	105218
务	wu	42	3806
劣	lie	31	107144
动	dong	23	3089284
助	zhu	45	120583
努	nu	33	3527
劫	jie	29	105222
励	li	31	3453
劲	jing	29	3262264
劳	lao	31	106906
势	shi	38	113844
勃	bo	21	3149
勇	yong	44	3714895
勉	mian	32	3351241
勋	xun	43	119057
勒	le	31	3449
勘	kan	30	105944
勤	qin	36	111958
勺	shao	38	3529027
勾	gou	26	102541
勿	wu	42	3806
匀	yun	44	120018
包	bao	21	97296
匈	xiong	43	114060759
化	hua	27	103668
北	bei	21	97414
匙	chi	22	98468
匝	za	45	3879
匠	jiang	29	101118011
匡	kuang	30	102399024
匣	xia	43	118672
匪	fei	25	101258
匹	pi	35	3577
区	qu	36	3620
医	yi	44	3856
十	shi	38	113844
千	qian	36	3470405
升	sheng	38	109403753
午	wu	42	3806
半	ban	21	97295
华	hua	27	103668
协	xie	43	118676
卑	bei	21	97414
卒	zu	45	3899
卓	zhuo	45	3738184
单	dan	23	99217
卖	mai	32	107861
南	nan	33	108827
博	bo	21	3149
卜	bu	21	3155
卞	bian	21	3023540
占	zhan	45	3737563
卡	qia	36	111945
卢	lu	31	3465
卤	lu	31	3465
卧	wo	42	3800
卫	wei	42	117595
卯	mao	32	107867
印	yin	44	119646
危	wei	42	117595
即	ji	29	3391
却	que	36	112321
卵	luan	31	3332982
卷	juan	29	3273400
卸	xie	43	118676
卿	qing	36	3470801
厂	chang	22	94623573
厄	e	24	101
厅	ting	39	3560174
历	li	31	3453
厉	li	31	3453
压	ya	44	3848
厌	yan	44	119398
厕	ce	22	3170
厘	li	31	3453
厚	hou	27	103502
原	yuan	44	3720265
厢	xiang	43	114047305
厦	sha	38	113836
厨	chu	22	98480
去	qu	36	3620
县	xian	43	3678942
叁	san	38	113632
参	can	22	98256
又	you	44	119839
叉	cha	22	98460
及	ji	29	3391
友	you	44	119839
双	shuang	38	3391980826
反	fan	25	101139
发	fa	25	3259
叔	shu	38	113856
取	qu	36	3620
受	shou	38	3529467
变	bian	21	3023540
叙	xu	43	3837
叛	pan	35	110749
叠	die	23	99456
口	kou	30	106385
古	gu	26	3310
句	ju	29	3403
另	ling	31	3321846
只	zhi	45	120571
叫	jiao	29	3261869
召	zhao	45	3737564
叭	ba	21	3135
叮	ding	23	3083518
可	ke	30	3418
史	shi	38	113844
右	you	44	119839
叶	ye	44	3852
号	hao	27	103062
司	si	38	3670
叼	diao	23	3083123
吁	yu	44	3868
吃	chi	22	98468
各	ge	26	3294
合	he	27	3325
吉	ji	29	3391
吊	diao	23	3083123
同	tong	39	3565940
名	ming	32	3351637
后	hou	27	103502
吏	li	31	3453
吐	tu	39	3713
向	xiang	43	114047305
吓	xia	43	118672
吕	lv	31	3466
吗	ma	32	3476
君	jun	29	105603
吝	lin	31	107153
吞	tun	39	115213
吠	fei	25	101258
否	fou	25	101580
吧	ba	21	3135
吨	dun	23	99837
吩	fen	25	101263
含	han	27	103061
听	ting	39	3560174
吭	hang	27	3194994
启	qi	36	3608
吴	wu	42	3806
吵	chao	22	3052371
吸	xi	43	3825
吹	chui	22	3052985
吻	wen	42	117600
吼	hou	27	103502
吾	wu	42	3806
呀	ya	44	3848
呆	dai	23	99212
呈	cheng	22	94627417
告	gao	26	102101
呐	ne	33	3511
呕	ou	34	3558
员	yuan	44	3720265
呛	qiang	36	107582658
呜	wu	42	3806
周	zhou	45	3738004
味	wei	42	117595
呵	he	27	3325
呸	pei	35	110868
呼	hu	27	3341
命	ming	32	3351637
咀	ju	29	3403
咋	zha	45	120563
和	he	27	3325
咏	yong	44	3714895
咒	zhou	45	3738004
咕	gu	26	3310
咖	ka	30	3414
咨	zi	45	3887
咬	yao	44	119399
咯	ge	26	3294
咱	zan	45	120359
咳	ke	30	3418
咸	xian	43	3678942
咽	yan	44	119398
哀	ai	20	3112
品	pin	35	110997
哄	hong	27	3208448
哆	duo	23	99838
哇	wa	42	3786
哈	ha	27	3321
哉	zai	45	120354
响	xiang	43	114047305
哎	ai	20	3112
哑	ya	44	3848
哗	hua	27	103668
哥	ge	26	3294
哦	o	34	111
哨	shao	38	3529027
哩	li	31	3453
哮	xiao	43	3678943
哲	zhe	45	120567
哺	bu	21	3155
唁	yan	44	119398
唇	chun	22	3052990
唉	ai	20	3112
唐	tang	39	3552486
唤	huan	27	3213818
唬	hu	27	3341
售	shou	38	3529467
唯	wei	42	117595
唱	chang	22	94623573
唾	tuo	39	115214
啄	zhuo	45	3738184
商	shang	38	109399909
啊	a	20	97
啡	fei	25	101258
啥	sha	38	113836
啦	la	31	3445
啮	nie	33	109066
啸	xiao	43	3678943
啼	ti	39	3701
喀	ka	30	3414
喂	wei	42	117595
善	shan	38	3529026
喇	la	31	3445
喉	hou	27	103502
喊	han	27	103061
喘	chuan	22	94642397
喜	xi	43	3825
喝	he	27	3325
喳	zha	45	120563
喷	pen	35	110873
喻	yu	44	3868
嗅	xiu	43	118692
嗓	sang	38	3522695
嗜	shi	38	113844
嗡	weng	42	3645703
嗣	si	38	3670
嘉	jia	29	105218
嘛	ma	32	3476
嘱	zhu	45	120583
嘲	chao	22	3052371
嘴	zui	45	120974
嘶	si	38	3670
嘻	xi	43	3825
嘿	hei	27	103180
器	qi	36	3608
噪	zao	45	120360
噬	shi	38	113844
嚎	hao	27	103062
嚣	xiao	43	3678943
嚼	jiao	29	3261869
囊	nang	33	3373740
囚	qiu	36	111965
四	si	38	3670
回	hui	27	103676
因	yin	44	119646
团	tuan	39	3571310
囤	dun	23	99837
园	yuan	44	3720265
困	kun	30	106564
囱	cong	22	3059493
围	wei	42	117595
固	gu	26	3310
国	guo	26	102721
图	tu	39	3713
圆	yuan	44	3720265
圈	quan	36	3481937
土	tu	39	3713
圣	sheng	38	109403753
在	zai	45	120354
地	di	23	3205
场	chang	22	94623573
圾	ji	29	3391
址	zhi	45	120571
均	jun	29	105603
坊	fang	25	3135412
坎	kan	30	105944
坏	huai	27	3213813
坐	zuo	45	120980
坑	keng	30	3288211
块	kuai	30	3303186
坚	jian	29	3261868
坝	ba	21	3135
坞	wu	42	3806
坟	fen	25	101263
坠	zhui	45	3738178
坡	po	35	3583
坦	tan	39	114593
坪	ping	35	3441010
坷	ke	30	3418
垂	chui	22	3052985
垄	long	31	3327612
型	xing	43	3679338
垒	lei	31	107024
垛	duo	23	99838
垢	gou	26	102541
垣	yuan	44	3720265
垦	ken	30	106068
垫	dian	23	3083122
垮	kua	30	106551
埂	geng	26	3169047
埃	ai	20	3112
埋	mai	32	107861
城	cheng	22	94627417
域	yu	44	3868
埠	bu	21	3155
培	pei	35	110868
基	ji	29	3391
堂	tang	39	3552486
堆	dui	23	99832
堕	duo	23	99838
堡	bao	21	97296
堤	di	23	3205
堪	kan	30	105944
堰	yan	44	119398
堵	du	23	3217
塌	ta	39	3693
塑	su	38	3682
塘	tang	39	3552486
塞	sai	38	113627
填	tian	39	3559778
境	jing	29	3262264
墓	mu	32	3496
墙	qiang	36	107582658
增	zeng	45	3735076
墟	xu	43	3837
墨	mo	32	3490
墩	dun	23	99837
壁	bi	21	3143
壕	hao	27	103062
士	shi	38	113844
壮	zhuang	45	3592384883
声	sheng	38	109403753
壳	ke	30	3418
壶	hu	27	3341
壹	yi	44	3856
处	chu	22	98480
备	bei	21	97414
复	fu	25	3279
夏	xia	43	118672
夕	xi	43	3825
外	wai	42	117471
多	duo	23	99838
夜	ye	44	3852
够	gou	26	102541
大	da	23	3197
天	tian	39	3559778
太	tai	39	114588
夫	fu	25	3279
央	yang	44	3701441
夯	hang	27	3194994
失	shi	38	113844
头	tou	39	115034
夷	yi	44	3856
夸	kua	30	106551
夹	jia	29	105218
夺	duo	23	99838
奄	yan	44	119398
奇	qi	36	3608
奉	feng	25	3139256
奋	fen	25	101263
奏	zou	45	120800
契	qi	36	3608
奔	ben	21	97419
奖	jiang	29	101118011
套	tao	39	114594
奠	dian	23	3083122
奥	ao	20	3118
女	nv	33	3528
奴	nu	33	3527
奶	nai	33	108822
奸	jian	29	3261868
她	ta	39	3693
好	hao	27	103062
如	ru	37	3651
妄	wang	42	3641859
妆	zhuang	45	3592384883
妇	fu	25	3279
妈	ma	32	3476
妊	ren	37	112795
妒	du	23	3217
妓	ji	29	3391
妖	yao	44	119399
妙	miao	32	3351242
妨	fang	25	3135412
妮	ni	33	3515
妹	mei	32	107985
姆	mu	32	3496
始	shi	38	113844
姐	jie	29	105222
姑	gu	26	3310
姓	xing	43	3679338
委	wei	42	117595
姚	yao	44	119399
姜	jiang	29	101118011
姥	mu	32	3496
姨	yi	44	3856
姬	ji	29	3391
姻	yin	44	119646
姿	zi	45	3887
威	wei	42	117595
娃	wa	42	3786
娇	jiao	29	3261869
娜	nuo	33	109448
娟	juan	29	3273400
娠	shen	38	3529150
娥	e	24	101
娱	yu	44	3868
娶	qu	36	3620
婆	po	35	3583
婚	hun	27	103681
婪	lan	31	106905
婴	ying	44	3709129
婶	shen	38	3529150
媒	mei	32	107985
媳	xi	43	3825
嫁	jia	29	105218
嫂	sao	38	113633
嫉	ji	29	3391
嫌	xian	43	3678942
嫡	di	23	3205
嫩	nen	33	108951
子	zi	45	3887
孔	kong	30	3297821
孕	yun	44	120018
字	zi	45	3887
存	cun	22	98876
孙	sun	38	114252
孜	zi	45	3887
孝	xiao	43	3678943
孟	meng	32	3347793
季	ji	29	3391
孤	gu	26	3310
学	xue	43	119048
孩	hai	27	103056
孪	luan	31	3332982
孵	fu	25	3279
孺	ru	37	3651
孽	nie	33	109066
宁	ning	33	3381428
它	ta	39	3693
宅	zhai	45	3737558
宇	yu	44	3868
守	shou	38	3529467
安	an	20	3117
宋	song	38	3536149
完	wan	42	117476
宏	hong	27	3208448
宗	zong	45	3744686
官	guan	26	3184027
宙	zhou	45	3738004
定	ding	23	3083518
宛	wan	42	117476
宜	yi	44	3856
宝	bao	21	97296
实	shi	38	113844
宠	chong	22	94637027
审	shen	38	3529150
客	ke	30	3418
宣	xuan	43	3690474
室	shi	38	113844
宦	huan	27	3213818
宪	xian	43	3678942
宫	gong	26	3178657
宰	zai	45	120354
害	hai	27	103056
宵	xiao	43	3678943
家	jia	29	105218
容	rong	37	3506358
宽	kuan	30	3303191
宾	bin	21	97543
宿	su	38	3682
寂	ji	29	3391
寄	ji	29	3391
寅	yin	44	119646
密	mi	32	3484
富	fu	25	3279
寐	mei	32	107985
寒	han	27	103061
寓	yu	44	3868
寝	qin	36	111958
察	cha	22	98460
寡	gua	26	102707
寨	zhai	45	3737558
寸	cun	22	98876
对	dui	23	99832
寺	si	38	3670
寻	xun	43	119057
导	dao	23	99218
寿	shou	38	3529467
封	feng	25	3139256
射	she	38	113840
将	jiang	29	101118011
尉	wei	42	117595
尊	zun	45	120979
小	xiao	43	3678943
少	shao	38	3529027
尔	er	24	3245
尖	jian	29	3261868
尘	chen	22	3052494
尚	shang	38	109399909
尤	you	44	119839
尧	yao	44	119399
就	jiu	29	105238
尸	shi	38	113844
尹	yin	44	119646
尺	chi	22	98468
尼	ni	33	3515
尽	jin	29	105231
尾	wei	42	117595
尿	niao	33	3381033
局	ju	29	3403
屁	pi	35	3577
层	ceng	22	3049883
居	ju	29	3403
屈	qu	36	3620
届	jie	29	105222
屋	wu	42	3806
屑	xie	43	118676
展	zhan	45	3737563
属	shu	38	113856
屠	tu	39	3713
屡	lv	31	3466
履	lv	31	3466
屯	tun	39	115213
山	shan	38	3529026
屹	yi	44	3856
屿	yu	44	3868
岁	sui	38	114247
岂	qi	36	3608
岔	cha	22	98460
岗	gang	26	3165203
岛	dao	23	99218
岩	yan	44	119398
岭	ling	31	3321846
岳	yue	44	120009
岸	an	20	3117
岿	kui	30	106559
峡	xia	43	118672
峦	luan	31	3332982
峨	e	24	101
峪	yu	44	3868
峭	qiao	36	3470406
峰	feng	25	3139256
峻	jun	29	105603
崇	chong	22	94637027
崎	qi	36	3608
崔	cui	22	98871
崖	ya	44	3848
崩	beng	21	3020092
崭	zhan	45	3737563
巅	dian	23	3083122
巍	wei	42	117595
川	chuan	22	94642397
州	zhou	45	3738004
巡	xun	43	119057
巢	chao	22	3052371
工	gong	26	3178657
左	zuo	45	120980
巧	qiao	36	3470406
巨	ju	29	3403
巩	gong	26	3178657
巫	wu	42	3806
差	cha	22	98460
己	ji	29	3391
已	yi	44	3856
巳	si	38	3670
巴	ba	21	3135
巷	xiang	43	114047305
巾	jin	29	105231
币	bi	21	3143
市	shi	38	113844
布	bu	21	3155
帅	shuai	38	109418728
帆	fan	25	101139
师	shi	38	113844
希	xi	43	3825
帐	zhang	45	115864556
帕	pa	35	3569
帖	tie	39	114832
帘	lian	31	3321450
帚	zhou	45	3738004
帛	bo	21	3149
帜	zhi	45	120571
帝	di	23	3205
带	dai	23	99212
帧	zheng	45	115868400
席	xi	43	3825
帮	bang	21	3016248
常	chang	22	94623573
帽	mao	32	107867
幅	fu	25	3279
幌	huang	27	99628461
幕	mu	32	3496
幢	zhuang	45	3592384883
干	gan	26	102100
平	ping	35	3441010
年	nian	33	3381032
并	bing	21	3023936
幸	xing	43	3679338
幻	huan	27	3213818
幼	you	44	119839
幽	you	44	119839
广	guang	26	98704940
庄	zhuang	45	3592384883
庆	qing	36	3470801
庇	bi	21	3143
床	chuang	22	2933914410
庐	lu	31	3465
库	ku	30	3434
应	ying	44	3709129
底	di	23	3205
店	dian	23	3083122
庙	miao	32	3351242
庚	geng	26	3169047
府	fu	25	3279
庞	pang	35	3433322
废	fei	25	101258
度	du	23	3217
座	zuo	45	120980
庭	ting	39	3560174
庶	shu	38	113856
康	kang	30	3284367
庸	yong	44	3714895
廉	lian	31	3321450
廊	lang	31	3314158
廓	kuo	30	106565
延	yan	44	119398
建	jian	29	3261868
开	kai	30	105939
异	yi	44	3856
弃	qi	36	3608
弊	bi	21	3143
式	shi	38	113844
弓	gong	26	3178657
引	yin	44	119646
弗	fu	25	3279
弘	hong	27	3208448
弛	chi	22	98468
弟	di	23	3205
张	zhang	45	115864556
弥	mi	32	3484
弦	xian	43	3678942
弧	hu	27	3341
弯	wan	42	117476
弱	ruo	37	113292
弹	dan	23	99217
强	qiang	36	107582658
归	gui	26	102715
当	dang	23	3075830
录	lu	31	3465
彝	yi	44	3856
形	xing	43	3679338
彩	cai	22	98251
彪	biao	21	3023541
彬	bin	21	97543
彭	peng	35	3437166
彰	zhang	45	115864556
影	ying	44	3709129
役	yi	44	3856
彻	che	22	98464
彼	bi	21	3143
往	wang	42	3641859
征	zheng	45	115868400
径	jing	29	3262264
待	dai	23	99212
很	hen	27	103185
徊	huai	27	3213813
律	lv	31	3466
徒	tu	39	3713
得	de	23	3201
徘	pai	35	110744
御	yu	44	3868
循	xun	43	119057
微	wei	42	117595
德	de	23	3201
徽	hui	27	103676
心	xin	43	118685
必	bi	21	3143
忆	yi	44	3856
忌	ji	29	3391
忍	ren	37	112795
志	zhi	45	120571
忘	wang	42	3641859
忙	mang	32	3343949
忠	zhong	45	115878010
忧	you	44	119839
快	kuai	30	3303186
忱	chen	22	3052494
念	nian	33	3381032
忻	xin	43	118685
忽	hu	27	3341
忿	fen	25	101263
怀	huai	27	3213813
怂	song	38	3536149
怎	zen	45	120483
怒	nu	33	3527
怔	zheng	45	115868400
怕	pa	35	3569
怖	bu	21	3155
怜	lian	31	3321450
思	si	38	3670
怠	dai	23	99212
急	ji	29	3391
性	xing	43	3679338
怨	yuan	44	3720265
怪	guai	26	3184022
怯	qie	36	111949
总	zong	45	3744686
恃	shi	38	113844
恋	lian	31	3321450
恍	huang	27	99628461
恐	kong	30	3297821
恒	heng	27	3198838
恕	shu	38	113856
恢	hui	27	103676
恨	hen	27	103185
恩	en	24	3241
恭	gong	26	3178657
恰	qia	36	111945
恳	ken	30	106068
恶	e	24	101
恼	nao	33	108828
恿	yong	44	3714895
悄	qiao	36	3470406
悍	han	27	103061
悔	hui	27	103676
悟	wu	42	3806
悠	you	44	119839
患	huan	27	3213818
悦	yue	44	120009
您	nin	33	109075
悬	xuan	43	3690474
悯	min	32	108114
悲	bei	21	97414
悸	ji	29	3391
悼	dao	23	99218
情	qing	36	3470801
惊	jing	29	3262264
惑	huo	27	103682
惟	wei	42	117595
惠	hui	27	103676
惦	dian	23	3083122
惧	ju	29	3403
惨	can	22	98256
惩	cheng	22	94627417
惫	bei	21	97414
惭	can	22	98256
惮	dan	23	99217
惯	guan	26	3184027
惰	duo	23	99838
想	xiang	43	114047305
惶	huang	27	99628461
惹	re	37	3635
愁	chou	22	3052811
愈	yu	44	3868
愉	yu	44	3868
意	yi	44	3856
愚	yu	44	3868
感	gan	26	102100
愤	fen	25	101263
愧	kui	30	106559
愿	yuan	44	3720265
慈	ci	22	3174
慌	huang	27	99628461
慎	shen	38	3529150
慑	she	38	113840
慕	mu	32	3496
慢	man	32	107866
慧	hui	27	103676
慨	kai	30	105939
慰	wei	42	117595
慷	kang	30	3284367
憋	bie	21	97534
憎	zeng	45	3735076
憨	han	27	103061
憾	han	27	103061
懂	dong	23	3089284
懈	xie	43	118676
懊	ao	20	3118
懒	lan	31	106905
懦	nuo	33	109448
戈	ge	26	3294
戊	wu	42	3806
戌	xu	43	3837
戍	shu	38	113856
戎	rong	37	3506358
戏	xi	43	3825
成	cheng	22	94627417
我	wo	42	3800
戒	jie	29	105222
或	huo	27	103682
战	zhan	45	3737563
截	jie	29	105222
戮	lu	31	3465
戳	chuo	22	3052991
戴	dai	23	99212
户	hu	27	3341
房	fang	25	3135412
所	suo	38	114253
扁	bian	21	3023540
扇	shan	38	3529026
手	shou	38	3529467
才	cai	22	98251
扎	zha	45	120563
扑	pu	35	3589
扒	ba	21	3135
打	da	23	3197
扔	reng	37	3496748
托	tuo	39	115214
扛	kang	30	3284367
扣	kou	30	106385
扩	kuo	30	106565
扫	sao	38	113633
扬	yang	44	3701441
扭	niu	33	109082
扮	ban	21	97295
扯	che	22	98464
扰	rao	37	112672
扳	ban	21	97295
扶	fu	25	3279
批	pi	35	3577
扼	e	24	101
找	zhao	45	3737564
承	cheng	22	94627417
技	ji	29	3391
抄	chao	22	3052371
抉	jue	29	105594
把	ba	21	3135
抑	yi	44	3856
抒	shu	38	113856
抓	zhua	45	3738170
投	tou	39	115034
抖	dou	23	99658
抗	kang	30	3284367
折	zhe	45	120567
抚	fu	25	3279
抛	pao	35	110750
抠	kou	30	106385
抡	lun	31	107525
抢	qiang	36	107582658
护	hu	27	3341
报	bao	21	97296
抨	peng	35	3437166
披	pi	35	3577
抱	bao	21	97296
抵	di	23	3205
抹	mo	32	3490
押	ya	44	3848
抽	chou	22	3052811
抿	min	32	108114
拂	fu	25	3279
拄	zhu	45	120583
担	dan	23	99217
拇	mu	32	3496
拉	la	31	3445
拌	ban	21	97295
拍	pai	35	110744
拎	lin	31	107153
拐	guai	26	3184022
拒	ju	29	3403
拓	tuo	39	115214
拔	ba	21	3135
拖	tuo	39	115214
拘	ju	29	3403
拙	zhuo	45	3738184
招	zhao	45	3737564
拜	bai	21	97290
拟	ni	33	3515
拢	long	31	3327612
拣	jian	29	3261868
拥	yong	44	3714895
拦	lan	31	106905
拧	ning	33	3381428
拨	bo	21	3149
择	ze	45	3883
括	kuo	30	106565
拭	shi	38	113844
拯	zheng	45	115868400
拱	gong	26	3178657
拳	quan	36	3481937
拴	shuan	38	109418733
拷	kao	30	105945
拼	pin	35	110997
拽	zhuai	45	115883375
拾	shi	38	113844
拿	na	33	3507
持	chi	22	98468
挂	gua	26	102707
指	zhi	45	120571
按	an	20	3117
挎	kua	30	106551
挑	tiao	39	3559779
挖	wa	42	3786
挛	luan	31	3332982
挝	zhua	45	3738170
挟	xie	43	118676
挠	nao	33	108828
挡	dang	23	3075830
挤	ji	29	3391
挥	hui	27	103676
挨	ai	20	3112
挪	nuo	33	109448
振	zhen	45	3737687
挺	ting	39	3560174
挽	wan	42	117476
捂	wu	42	3806
捆	kun	30	106564
捉	zhuo	45	3738184
捌	ba	21	3135
捍	han	27	103061
捎	shao	38	3529027
捏	nie	33	109066
捐	juan	29	3273400
捕	bu	21	3155
捞	lao	31	106906
损	sun	38	114252
捡	jian	29	3261868
换	huan	27	3213818
捣	dao	23	99218
捧	peng	35	3437166
